job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,job_title_grouped,location_grouped,residence_grouped,skills_grouped,industry_grouped
Robotics Engineer,322323,1,1,Denmark,1,Denmark,100,"PyTorch, Mathematics, Deep Learning",-1,15,Government,7.2,-1,-1,4,-1,-1
Data Engineer,239858,3,1,Switzerland,0,Switzerland,0,"TensorFlow, Docker, Linux",-1,9,Media,6.6,-1,-1,17,-1,-1
AI Specialist,90256,0,1,Ireland,0,Norway,100,"TensorFlow, GCP, Statistics, Python",-1,1,Manufacturing,6.8,-1,-1,13,-1,-1
Data Scientist,96346,0,2,United Kingdom,0,United Kingdom,50,"MLOps, Spark, GCP",-1,1,Transportation,6.8,-1,-1,18,-1,-1
AI Architect,227082,1,2,United Kingdom,2,United Kingdom,0,"Git, Hadoop, Tableau, AWS",-1,18,Media,8.4,-1,-1,18,-1,-1
AI Consultant,174649,1,1,Sweden,2,Sweden,100,"PyTorch, GCP, Deep Learning",-1,19,Telecommunications,9.6,-1,-1,16,-1,-1
Principal Data Scientist,244243,1,3,Austria,0,Austria,50,"Mathematics, SQL, Docker, TensorFlow",-1,14,Manufacturing,5.9,-1,-1,1,-1,-1
AI Software Engineer,140294,3,3,United Kingdom,1,United Kingdom,0,"Deep Learning, Scala, MLOps",-1,6,Automotive,6.9,-1,-1,18,-1,-1
AI Consultant,125410,3,0,Canada,0,Ghana,100,"Scala, Hadoop, AWS",-1,5,Real Estate,8.1,-1,-1,-1,-1,-1
AI Specialist,102002,2,0,Canada,1,Netherlands,0,"Linux, Mathematics, MLOps",-1,2,Transportation,9.7,-1,-1,12,-1,-1
Machine Learning Researcher,70722,0,0,Australia,1,Belgium,100,"Mathematics, Linux, AWS, Docker, SQL",-1,1,Manufacturing,8.8,-1,-1,-1,-1,-1
AI Product Manager,92261,2,1,United Kingdom,2,United Kingdom,50,"Data Visualization, Python, NLP",-1,3,Government,6.4,-1,-1,18,-1,-1
AI Architect,84465,0,3,Switzerland,0,Switzerland,100,"Data Visualization, Spark, Deep Learning",-1,0,Consulting,5.0,-1,-1,17,-1,-1
Machine Learning Engineer,73370,0,3,Germany,1,Germany,50,"Linux, Docker, Kubernetes",-1,0,Technology,6.5,-1,-1,7,-1,-1
Data Scientist,125995,1,3,France,2,United Kingdom,0,"SQL, Spark, PyTorch, Hadoop",-1,12,Transportation,9.4,-1,-1,18,-1,-1
Machine Learning Researcher,109740,2,0,Singapore,0,Singapore,100,"Java, Deep Learning, TensorFlow, Statistics",-1,4,Education,9.7,-1,-1,14,-1,-1
Principal Data Scientist,126186,2,1,Norway,2,Norway,50,"Git, Linux, Python, Kubernetes",-1,3,Energy,7.8,-1,-1,13,-1,-1
AI Product Manager,114618,3,1,Austria,2,Austria,50,"Git, AWS, Azure, Statistics, Scala",-1,8,Manufacturing,9.3,-1,-1,1,-1,-1
AI Consultant,194158,1,3,France,0,France,100,"Linux, Azure, TensorFlow, Git",-1,15,Media,9.5,-1,-1,6,-1,-1
Machine Learning Engineer,68896,0,0,Ireland,0,Ireland,0,"TensorFlow, PyTorch, AWS, Statistics",-1,1,Energy,6.7,-1,-1,9,-1,-1
AI Product Manager,179602,3,3,Japan,0,Japan,50,"Docker, Python, NLP, MLOps",-1,8,Gaming,7.6,-1,-1,11,-1,-1
Machine Learning Engineer,197099,1,0,Netherlands,2,Netherlands,0,"SQL, Spark, Python, R",-1,17,Finance,6.6,-1,-1,12,-1,-1
AI Architect,63579,2,2,Israel,2,Israel,50,"Hadoop, Linux, GCP, Tableau, Mathematics",-1,3,Gaming,7.2,-1,-1,10,-1,-1
Machine Learning Researcher,141152,1,0,South Korea,2,South Korea,0,"Spark, Linux, Python, Azure",-1,16,Government,5.1,-1,-1,15,-1,-1
NLP Engineer,96134,2,3,Singapore,1,Singapore,0,"TensorFlow, Mathematics, Data Visualization",-1,4,Transportation,9.4,-1,-1,14,-1,-1
Research Scientist,127024,3,2,United Kingdom,0,United Kingdom,100,"R, SQL, MLOps, Statistics, Hadoop",-1,9,Energy,6.8,-1,-1,18,-1,-1
Machine Learning Researcher,145838,3,1,Denmark,1,Denmark,50,"Docker, NLP, Kubernetes, Statistics, Mathematics",-1,7,Consulting,5.2,-1,-1,4,-1,-1
Robotics Engineer,130985,3,1,Germany,1,Germany,50,"Data Visualization, Linux, Python, TensorFlow, AWS",-1,5,Telecommunications,6.5,-1,-1,7,-1,-1
Robotics Engineer,154058,3,3,France,0,France,0,"Python, TensorFlow, MLOps, Hadoop",-1,5,Finance,5.5,-1,-1,6,-1,-1
Machine Learning Researcher,97591,2,3,Norway,2,Russia,0,"R, Git, Kubernetes, Computer Vision",-1,2,Government,6.9,-1,-1,-1,-1,-1
Machine Learning Engineer,271305,1,1,Singapore,0,New Zealand,100,"Git, PyTorch, AWS, Data Visualization",-1,19,Transportation,9.3,-1,-1,-1,-1,-1
ML Ops Engineer,98409,2,0,Netherlands,0,Netherlands,100,"TensorFlow, MLOps, Scala",-1,3,Consulting,7.7,-1,-1,12,-1,-1
AI Research Scientist,148798,3,0,Japan,0,Japan,100,"Scala, PyTorch, AWS, TensorFlow",-1,6,Government,8.3,-1,-1,11,-1,-1
AI Product Manager,279602,1,1,United Kingdom,0,United Kingdom,0,"Kubernetes, Python, Statistics, Docker, Scala",-1,16,Education,7.6,-1,-1,18,-1,-1
NLP Engineer,95686,2,0,Singapore,2,Luxembourg,50,"Tableau, TensorFlow, Java, Kubernetes",-1,3,Healthcare,9.9,-1,-1,-1,-1,-1
AI Consultant,64322,0,2,Israel,1,Israel,0,"NLP, GCP, Docker",-1,1,Telecommunications,5.5,-1,-1,10,-1,-1
NLP Engineer,136594,2,3,Denmark,1,Nigeria,0,"Java, Computer Vision, Python, AWS, TensorFlow",-1,2,Energy,6.7,-1,-1,-1,-1,-1
Robotics Engineer,82693,0,1,Netherlands,0,Netherlands,0,"Python, TensorFlow, Azure",-1,0,Energy,8.8,-1,-1,12,-1,-1
AI Specialist,153976,1,0,United States,2,Argentina,50,"Scala, R, Tableau, TensorFlow, Docker",-1,19,Retail,6.5,-1,-1,-1,-1,-1
Data Scientist,139600,3,1,Norway,1,Japan,0,"GCP, Kubernetes, SQL, Computer Vision",-1,6,Media,5.5,-1,-1,11,-1,-1
Robotics Engineer,249090,1,2,United Kingdom,0,Poland,50,"Java, Python, Deep Learning",-1,17,Energy,5.6,-1,-1,-1,-1,-1
Data Analyst,40276,3,2,India,2,India,100,"Computer Vision, Linux, GCP, Statistics",-1,9,Consulting,7.5,-1,-1,8,-1,-1
Robotics Engineer,72904,2,1,Finland,2,Finland,100,"Python, Java, Docker",-1,4,Healthcare,5.0,-1,-1,5,-1,-1
Research Scientist,64042,0,0,Singapore,2,Singapore,100,"Linux, SQL, Git, MLOps, Hadoop",-1,1,Consulting,8.3,-1,-1,14,-1,-1
Machine Learning Researcher,305717,1,3,Japan,0,Luxembourg,50,"Kubernetes, Git, GCP, NLP, SQL",-1,15,Technology,9.7,-1,-1,-1,-1,-1
Research Scientist,85542,0,1,Norway,2,Norway,100,"TensorFlow, Tableau, Python",-1,0,Gaming,8.6,-1,-1,13,-1,-1
Computer Vision Engineer,62229,2,1,South Korea,1,Ukraine,100,"Scala, R, NLP, Linux, Deep Learning",-1,2,Manufacturing,6.6,-1,-1,-1,-1,-1
Data Scientist,183034,1,2,Canada,2,Canada,100,"Azure, SQL, Scala, Data Visualization, Git",-1,15,Technology,7.5,-1,-1,2,-1,-1
Robotics Engineer,77261,0,2,Canada,0,Canada,100,"Hadoop, PyTorch, Java",-1,0,Technology,7.2,-1,-1,2,-1,-1
AI Software Engineer,101020,2,0,Ireland,0,Thailand,0,"R, Tableau, Azure",-1,2,Healthcare,6.9,-1,-1,-1,-1,-1
AI Consultant,76948,2,3,Finland,2,Hungary,100,"Hadoop, Git, PyTorch, AWS, Linux",-1,4,Consulting,7.8,-1,-1,-1,-1,-1
AI Specialist,81536,1,2,China,1,China,0,"Kubernetes, Python, Azure, Spark",-1,13,Gaming,5.4,-1,-1,3,-1,-1
Principal Data Scientist,95198,3,1,Finland,2,Finland,0,"Git, R, Tableau",-1,9,Consulting,6.4,-1,-1,5,-1,-1
AI Consultant,164093,3,3,United Kingdom,0,Ghana,50,"TensorFlow, AWS, Tableau, Kubernetes, NLP",-1,9,Media,9.8,-1,-1,-1,-1,-1
Research Scientist,140767,3,0,United States,0,Hungary,0,"Tableau, Python, TensorFlow, PyTorch",-1,8,Automotive,9.1,-1,-1,-1,-1,-1
Machine Learning Researcher,102336,1,1,China,0,China,50,"PyTorch, Hadoop, Git",-1,19,Consulting,5.8,-1,-1,3,-1,-1
Research Scientist,58994,0,2,Austria,0,Austria,50,"Spark, Linux, Git, Azure",-1,0,Automotive,7.0,-1,-1,1,-1,-1
NLP Engineer,51117,0,1,Australia,1,Australia,50,"Python, Java, MLOps",-1,0,Real Estate,7.0,-1,-1,0,-1,-1
Data Scientist,82013,0,2,United States,0,United States,100,"SQL, Statistics, PyTorch, R",-1,1,Real Estate,8.5,-1,-1,19,-1,-1
AI Product Manager,204881,1,3,Finland,2,Finland,50,"Python, Spark, NLP",-1,10,Manufacturing,8.9,-1,-1,5,-1,-1
AI Software Engineer,78751,1,0,India,1,India,100,"NLP, GCP, Spark, Kubernetes",-1,13,Retail,6.5,-1,-1,8,-1,-1
Head of AI,130461,2,0,United Kingdom,0,United Kingdom,100,"PyTorch, Kubernetes, SQL, GCP",-1,3,Education,9.0,-1,-1,18,-1,-1
AI Product Manager,83311,2,3,Japan,2,Japan,0,"Docker, Spark, Data Visualization, Git, Python",-1,4,Consulting,5.3,-1,-1,11,-1,-1
AI Research Scientist,57136,0,3,United Kingdom,1,Sweden,100,"AWS, R, SQL, Deep Learning",-1,0,Retail,8.5,-1,-1,16,-1,-1
Head of AI,109478,2,0,Sweden,0,Sweden,0,"GCP, Azure, Tableau, Computer Vision, Git",-1,2,Energy,9.1,-1,-1,16,-1,-1
NLP Engineer,86990,2,3,Israel,0,Romania,0,"TensorFlow, GCP, NLP, Spark, Scala",-1,3,Consulting,6.1,-1,-1,-1,-1,-1
Machine Learning Engineer,241562,1,0,Ireland,1,Ireland,50,"R, Python, Mathematics, NLP",-1,11,Government,5.8,-1,-1,9,-1,-1
Principal Data Scientist,21704,0,3,India,1,India,50,"GCP, Deep Learning, Tableau",-1,1,Telecommunications,7.5,-1,-1,8,-1,-1
ML Ops Engineer,88065,2,2,Netherlands,2,Netherlands,50,"Kubernetes, PyTorch, Azure, GCP, MLOps",-1,3,Retail,5.9,-1,-1,12,-1,-1
Research Scientist,52913,2,3,China,0,Ghana,0,"Data Visualization, Spark, Kubernetes, Java, Statistics",-1,2,Education,7.7,-1,-1,-1,-1,-1
Robotics Engineer,60550,0,0,Netherlands,1,Poland,0,"SQL, Statistics, Spark, Git",-1,1,Energy,6.4,-1,-1,-1,-1,-1
Computer Vision Engineer,57164,0,2,Israel,0,Israel,50,"Azure, Java, Git, Computer Vision, Python",-1,1,Government,9.1,-1,-1,10,-1,-1
Principal Data Scientist,196044,1,1,Finland,0,Finland,100,"Java, Python, R, Docker, AWS",-1,19,Automotive,6.4,-1,-1,5,-1,-1
Deep Learning Engineer,205349,1,0,Canada,1,Canada,50,"Kubernetes, NLP, Statistics, Deep Learning",-1,10,Finance,7.2,-1,-1,2,-1,-1
Machine Learning Engineer,141845,2,1,Switzerland,0,Switzerland,50,"AWS, Statistics, Tableau",-1,2,Real Estate,5.3,-1,-1,17,-1,-1
AI Specialist,111688,2,3,United States,0,Vietnam,50,"Git, Kubernetes, Statistics, Tableau",-1,4,Media,6.3,-1,-1,-1,-1,-1
Head of AI,68031,0,1,Japan,1,Japan,0,"AWS, Linux, Python, TensorFlow, Java",-1,1,Consulting,10.0,-1,-1,11,-1,-1
AI Product Manager,107527,0,2,Switzerland,0,Switzerland,100,"Hadoop, MLOps, TensorFlow",-1,1,Retail,6.7,-1,-1,17,-1,-1
AI Consultant,181374,1,1,Germany,1,Germany,50,"Hadoop, GCP, PyTorch, SQL, Linux",-1,13,Energy,7.3,-1,-1,7,-1,-1
Data Engineer,118961,3,3,Germany,2,Portugal,0,"Kubernetes, AWS, R",-1,8,Retail,9.6,-1,-1,-1,-1,-1
ML Ops Engineer,52835,2,2,China,0,China,50,"Spark, Kubernetes, Deep Learning",-1,4,Education,8.6,-1,-1,3,-1,-1
Machine Learning Engineer,70673,3,2,China,1,China,50,"Java, Kubernetes, Tableau",-1,7,Telecommunications,9.1,-1,-1,3,-1,-1
ML Ops Engineer,94570,3,0,Australia,2,Australia,0,"Python, TensorFlow, Docker, R, Computer Vision",-1,8,Transportation,5.5,-1,-1,0,-1,-1
AI Research Scientist,64693,0,2,Israel,0,Israel,0,"AWS, MLOps, GCP, Mathematics",-1,0,Consulting,6.2,-1,-1,10,-1,-1
Head of AI,191853,3,3,Denmark,1,Denmark,0,"Scala, Git, Kubernetes, PyTorch, Python",-1,8,Media,7.4,-1,-1,4,-1,-1
Data Analyst,114269,3,2,Singapore,1,Singapore,0,"AWS, Statistics, NLP, Tableau",-1,9,Energy,9.0,-1,-1,14,-1,-1
Machine Learning Researcher,269818,1,3,Japan,1,Japan,50,"Computer Vision, PyTorch, Python, Azure, AWS",-1,15,Real Estate,9.8,-1,-1,11,-1,-1
AI Software Engineer,120069,3,0,Norway,2,Norway,50,"AWS, R, Statistics, PyTorch",-1,5,Manufacturing,7.3,-1,-1,13,-1,-1
Data Analyst,86504,2,2,South Korea,1,South Korea,0,"Python, Hadoop, Git, TensorFlow",-1,3,Media,6.4,-1,-1,15,-1,-1
Machine Learning Researcher,120570,1,0,China,0,China,50,"Python, SQL, AWS, Computer Vision",-1,17,Telecommunications,5.2,-1,-1,3,-1,-1
Data Scientist,184942,1,0,Ireland,0,Latvia,50,"Computer Vision, Docker, R",-1,17,Automotive,9.6,-1,-1,-1,-1,-1
Data Scientist,89220,0,3,Germany,0,Germany,50,"Linux, Git, Computer Vision, Hadoop, Java",-1,0,Real Estate,5.3,-1,-1,7,-1,-1
AI Product Manager,134492,3,1,Japan,1,Japan,100,"R, Statistics, NLP, Spark",-1,8,Transportation,8.6,-1,-1,11,-1,-1
Machine Learning Researcher,137903,1,1,France,2,France,50,"Java, Hadoop, NLP",-1,16,Manufacturing,7.2,-1,-1,6,-1,-1
Deep Learning Engineer,139031,1,2,United Kingdom,2,Norway,0,"Linux, Azure, Mathematics, SQL, Hadoop",-1,16,Energy,5.9,-1,-1,13,-1,-1
AI Software Engineer,202153,1,2,South Korea,0,South Korea,50,"Scala, Computer Vision, Linux, Python, Kubernetes",-1,17,Consulting,6.2,-1,-1,15,-1,-1
AI Architect,71668,2,3,Israel,2,South Africa,100,"Kubernetes, Git, R, PyTorch",-1,3,Retail,6.0,-1,-1,-1,-1,-1
AI Product Manager,89404,0,0,Denmark,0,Denmark,0,"PyTorch, Tableau, TensorFlow",-1,0,Finance,8.0,-1,-1,4,-1,-1
Head of AI,145615,3,2,Sweden,1,Sweden,0,"Linux, MLOps, Data Visualization, Python, NLP",-1,8,Consulting,9.5,-1,-1,16,-1,-1
Data Analyst,207813,1,1,Finland,0,Finland,0,"R, Linux, Deep Learning",-1,13,Transportation,5.3,-1,-1,5,-1,-1
AI Architect,142528,3,2,Netherlands,1,Netherlands,50,"Git, Scala, Statistics, MLOps, SQL",-1,8,Technology,6.3,-1,-1,12,-1,-1
AI Specialist,68097,2,2,Finland,1,Finland,50,"Kubernetes, Python, GCP",-1,3,Manufacturing,7.5,-1,-1,5,-1,-1
Data Engineer,224311,1,0,Singapore,2,Singapore,50,"Java, Linux, Mathematics, Azure, Scala",-1,17,Transportation,8.8,-1,-1,14,-1,-1
Autonomous Systems Engineer,114501,3,2,Canada,0,Canada,50,"Tableau, PyTorch, Git, Python, Linux",-1,7,Consulting,6.1,-1,-1,2,-1,-1
NLP Engineer,65825,3,1,China,0,China,0,"AWS, Java, Azure",-1,5,Finance,9.2,-1,-1,3,-1,-1
AI Specialist,196121,1,3,Canada,2,Canada,0,"Spark, Kubernetes, GCP, Tableau",-1,18,Education,7.6,-1,-1,2,-1,-1
Principal Data Scientist,94824,0,3,United States,1,United States,100,"Hadoop, Linux, Kubernetes",-1,1,Manufacturing,5.0,-1,-1,19,-1,-1
AI Software Engineer,48808,3,3,China,1,China,100,"Linux, Docker, R, Mathematics",-1,8,Government,8.1,-1,-1,3,-1,-1
Robotics Engineer,119252,3,0,Netherlands,1,Finland,0,"PyTorch, TensorFlow, Mathematics, Java, Spark",-1,5,Finance,7.6,-1,-1,5,-1,-1
AI Architect,77771,0,1,Switzerland,1,Switzerland,50,"Scala, Tableau, Deep Learning",-1,0,Education,8.1,-1,-1,17,-1,-1
ML Ops Engineer,106474,3,0,Ireland,2,Ireland,0,"PyTorch, SQL, AWS, Docker",-1,6,Consulting,6.9,-1,-1,9,-1,-1
Computer Vision Engineer,233835,1,0,Australia,1,Australia,100,"R, GCP, Mathematics",-1,17,Government,8.9,-1,-1,0,-1,-1
Data Analyst,95754,2,0,Singapore,1,Singapore,100,"Tableau, TensorFlow, NLP, SQL",-1,2,Telecommunications,8.9,-1,-1,14,-1,-1
Data Engineer,111708,3,0,Canada,2,Russia,0,"Python, TensorFlow, Kubernetes, Hadoop, Docker",-1,5,Government,5.3,-1,-1,-1,-1,-1
Principal Data Scientist,263271,1,0,Japan,1,Kenya,100,"Kubernetes, TensorFlow, Mathematics, AWS, PyTorch",-1,14,Healthcare,9.6,-1,-1,-1,-1,-1
Robotics Engineer,201498,3,3,Norway,0,Norway,100,"Spark, Java, Docker, GCP, Statistics",-1,6,Telecommunications,8.9,-1,-1,13,-1,-1
Machine Learning Researcher,98345,0,3,Norway,1,Norway,100,"R, Linux, Java",-1,0,Automotive,5.9,-1,-1,13,-1,-1
Data Engineer,47321,2,3,China,1,China,50,"GCP, Java, Tableau, Statistics",-1,4,Manufacturing,8.8,-1,-1,3,-1,-1
Data Analyst,76662,2,2,South Korea,2,Romania,100,"Statistics, Python, NLP",-1,3,Retail,9.5,-1,-1,-1,-1,-1
Data Scientist,135115,3,0,Israel,0,Egypt,100,"Docker, Spark, R, MLOps, Azure",-1,6,Manufacturing,5.6,-1,-1,-1,-1,-1
Computer Vision Engineer,95343,2,3,France,1,France,100,"SQL, GCP, Docker, Computer Vision, Hadoop",-1,4,Technology,7.6,-1,-1,6,-1,-1
Principal Data Scientist,19877,0,1,India,2,India,0,"R, Python, Computer Vision",-1,1,Government,6.7,-1,-1,8,-1,-1
AI Consultant,120340,3,1,Singapore,1,Singapore,50,"Linux, Java, Python, Kubernetes, Deep Learning",-1,8,Automotive,9.6,-1,-1,14,-1,-1
Data Analyst,105495,3,0,Singapore,2,Singapore,0,"Java, GCP, AWS",-1,8,Transportation,7.8,-1,-1,14,-1,-1
Data Scientist,23760,0,1,China,2,China,50,"TensorFlow, Linux, Computer Vision",-1,0,Telecommunications,8.5,-1,-1,3,-1,-1
Research Scientist,81420,0,2,Japan,1,Japan,50,"PyTorch, Tableau, Scala",-1,1,Technology,6.8,-1,-1,11,-1,-1
Machine Learning Researcher,117907,3,3,Singapore,1,Singapore,100,"Python, Git, R, TensorFlow, Statistics",-1,6,Government,7.7,-1,-1,14,-1,-1
Machine Learning Engineer,96703,2,2,Japan,2,Japan,100,"Azure, Java, GCP, TensorFlow, MLOps",-1,2,Healthcare,8.5,-1,-1,11,-1,-1
Data Analyst,64544,0,0,Australia,2,Australia,100,"SQL, Java, Mathematics, PyTorch",-1,1,Transportation,5.6,-1,-1,0,-1,-1
Principal Data Scientist,113782,3,1,Japan,1,Japan,100,"Scala, Azure, PyTorch, SQL",-1,5,Media,9.9,-1,-1,11,-1,-1
Machine Learning Researcher,128270,2,2,United States,0,United States,100,"R, Git, Python, NLP, TensorFlow",-1,2,Telecommunications,5.6,-1,-1,19,-1,-1
Head of AI,65592,2,1,Sweden,2,Sweden,100,"Python, Git, Scala",-1,3,Media,9.3,-1,-1,16,-1,-1
AI Software Engineer,54617,0,2,Canada,1,Canada,100,"MLOps, Java, Python",-1,0,Manufacturing,8.7,-1,-1,2,-1,-1
AI Consultant,82192,2,2,South Korea,1,Italy,50,"Kubernetes, Scala, Spark",-1,2,Automotive,6.1,-1,-1,-1,-1,-1
Principal Data Scientist,81981,2,2,France,0,France,50,"Python, NLP, TensorFlow, Git, Java",-1,4,Media,6.7,-1,-1,6,-1,-1
AI Research Scientist,76034,2,3,Austria,2,Austria,0,"R, Computer Vision, Python, Kubernetes, MLOps",-1,3,Manufacturing,8.0,-1,-1,1,-1,-1
AI Architect,24952,0,0,India,1,India,50,"Linux, PyTorch, Python, Hadoop",-1,0,Manufacturing,9.1,-1,-1,8,-1,-1
Data Engineer,44314,2,0,China,2,Switzerland,0,"PyTorch, GCP, SQL, Data Visualization, Tableau",-1,2,Telecommunications,7.4,-1,-1,17,-1,-1
AI Product Manager,160046,1,0,Canada,0,Canada,0,"Tableau, R, Git, Data Visualization, Computer Vision",-1,10,Technology,6.3,-1,-1,2,-1,-1
Data Scientist,224937,1,1,Netherlands,1,China,0,"SQL, PyTorch, Mathematics",-1,13,Real Estate,7.6,-1,-1,3,-1,-1
Deep Learning Engineer,69057,2,3,Singapore,2,Singapore,50,"R, AWS, Azure, Deep Learning",-1,3,Technology,6.4,-1,-1,14,-1,-1
AI Consultant,65525,0,1,Germany,1,Germany,100,"Hadoop, SQL, Computer Vision",-1,0,Technology,5.6,-1,-1,7,-1,-1
Data Engineer,231770,1,2,Switzerland,1,Switzerland,0,"Kubernetes, Spark, GCP",-1,10,Telecommunications,6.2,-1,-1,17,-1,-1
Autonomous Systems Engineer,189743,1,0,United Kingdom,2,United Kingdom,0,"Python, Linux, TensorFlow, Data Visualization",-1,11,Education,7.6,-1,-1,18,-1,-1
AI Consultant,84046,2,0,Canada,0,Brazil,50,"NLP, GCP, Python, Tableau",-1,2,Finance,5.7,-1,-1,-1,-1,-1
Robotics Engineer,58018,3,1,China,1,China,100,"Computer Vision, Hadoop, Python",-1,7,Media,8.0,-1,-1,3,-1,-1
Head of AI,82096,1,2,China,0,Finland,50,"Git, Linux, Hadoop, GCP, Kubernetes",-1,10,Finance,5.1,-1,-1,5,-1,-1
AI Research Scientist,228962,1,1,France,0,France,50,"Hadoop, SQL, Python",-1,14,Energy,9.5,-1,-1,6,-1,-1
Head of AI,59789,0,0,Netherlands,2,Netherlands,100,"R, Hadoop, Kubernetes, GCP",-1,0,Finance,7.9,-1,-1,12,-1,-1
AI Product Manager,65661,0,0,Japan,2,Japan,0,"Spark, Linux, PyTorch",-1,0,Education,6.3,-1,-1,11,-1,-1
Head of AI,192079,1,2,South Korea,0,South Korea,0,"Spark, Java, TensorFlow, Statistics, AWS",-1,11,Telecommunications,5.7,-1,-1,15,-1,-1
Computer Vision Engineer,98259,2,1,Germany,2,Germany,100,"Java, Spark, Mathematics, R",-1,3,Telecommunications,8.4,-1,-1,7,-1,-1
Data Analyst,152980,1,1,Singapore,1,Singapore,100,"R, Tableau, SQL",-1,18,Transportation,7.0,-1,-1,14,-1,-1
AI Product Manager,52672,0,1,Austria,2,Austria,0,"R, Statistics, Data Visualization",-1,0,Manufacturing,9.1,-1,-1,1,-1,-1
ML Ops Engineer,22389,0,1,India,2,Luxembourg,0,"Mathematics, Tableau, GCP",-1,1,Manufacturing,9.6,-1,-1,-1,-1,-1
ML Ops Engineer,62477,0,0,Australia,1,Australia,0,"Hadoop, Git, Python",-1,1,Manufacturing,8.8,-1,-1,0,-1,-1
Principal Data Scientist,76545,2,0,Ireland,1,Ireland,100,"PyTorch, NLP, Java, Mathematics",-1,3,Healthcare,6.9,-1,-1,9,-1,-1
AI Software Engineer,86947,3,1,South Korea,1,Canada,100,"Kubernetes, TensorFlow, Python",-1,6,Energy,6.5,-1,-1,2,-1,-1
Deep Learning Engineer,83441,2,1,United Kingdom,1,United Kingdom,50,"GCP, Python, TensorFlow, Git, PyTorch",-1,4,Media,7.4,-1,-1,18,-1,-1
AI Architect,300340,1,2,United Kingdom,0,United Kingdom,100,"Git, Kubernetes, R, NLP, Deep Learning",-1,11,Real Estate,6.7,-1,-1,18,-1,-1
AI Research Scientist,149207,3,0,United States,2,United States,100,"Statistics, Azure, Computer Vision",-1,6,Consulting,5.1,-1,-1,19,-1,-1
Principal Data Scientist,160666,3,3,Netherlands,0,Nigeria,0,"GCP, Scala, Data Visualization, Spark, Mathematics",-1,9,Energy,5.6,-1,-1,-1,-1,-1
Machine Learning Researcher,150614,3,1,Germany,0,Japan,0,"Python, Git, Spark",-1,7,Consulting,8.0,-1,-1,11,-1,-1
AI Consultant,55468,0,0,Germany,2,Germany,50,"Hadoop, Data Visualization, Git",-1,1,Technology,9.4,-1,-1,7,-1,-1
Autonomous Systems Engineer,106627,2,1,Norway,1,Singapore,50,"Linux, Data Visualization, Python, Deep Learning",-1,4,Automotive,8.7,-1,-1,14,-1,-1
Computer Vision Engineer,151032,3,0,Singapore,1,Singapore,0,"Scala, Computer Vision, Linux, Spark",-1,6,Automotive,9.4,-1,-1,14,-1,-1
AI Architect,62996,0,3,South Korea,1,Mexico,100,"Scala, Data Visualization, Python, Statistics",-1,0,Manufacturing,5.4,-1,-1,-1,-1,-1
ML Ops Engineer,124463,3,3,Australia,2,Ireland,100,"Spark, AWS, R, Computer Vision, PyTorch",-1,6,Energy,5.3,-1,-1,9,-1,-1
Data Engineer,84011,2,2,Germany,0,China,50,"SQL, Python, NLP, Statistics, Deep Learning",-1,2,Healthcare,8.4,-1,-1,3,-1,-1
Machine Learning Engineer,108909,3,1,South Korea,1,South Korea,0,"AWS, SQL, MLOps",-1,6,Technology,9.7,-1,-1,15,-1,-1
Autonomous Systems Engineer,117099,3,3,Australia,1,Australia,50,"Azure, Tableau, SQL, Git",-1,7,Telecommunications,8.5,-1,-1,0,-1,-1
AI Architect,243649,3,0,Switzerland,0,Switzerland,50,"R, NLP, Python, Azure",-1,6,Telecommunications,7.0,-1,-1,17,-1,-1
AI Consultant,85139,2,0,Sweden,2,Sweden,0,"Python, SQL, Computer Vision, Statistics",-1,4,Manufacturing,9.7,-1,-1,16,-1,-1
AI Architect,149890,3,3,Switzerland,2,South Africa,50,"NLP, GCP, Spark, Linux",-1,9,Retail,6.5,-1,-1,-1,-1,-1
Head of AI,72866,2,1,South Korea,1,South Korea,50,"Python, TensorFlow, NLP, Deep Learning, MLOps",-1,3,Finance,9.4,-1,-1,15,-1,-1
AI Specialist,26722,0,0,India,0,India,50,"Azure, SQL, Java, PyTorch",-1,1,Education,6.8,-1,-1,8,-1,-1
AI Specialist,169001,3,2,Norway,0,Czech Republic,100,"Python, R, Computer Vision, Hadoop",-1,8,Finance,5.4,-1,-1,-1,-1,-1
Principal Data Scientist,71514,2,3,South Korea,2,South Korea,50,"Scala, Kubernetes, Azure, Deep Learning, SQL",-1,3,Government,9.3,-1,-1,15,-1,-1
Machine Learning Researcher,128232,3,2,Netherlands,1,Japan,50,"Spark, Data Visualization, TensorFlow, Mathematics, Azure",-1,6,Energy,6.9,-1,-1,11,-1,-1
AI Software Engineer,58091,0,1,Israel,1,Austria,0,"Python, Mathematics, NLP, TensorFlow, Spark",-1,1,Consulting,7.4,-1,-1,1,-1,-1
Deep Learning Engineer,63424,0,0,Japan,2,Japan,100,"Kubernetes, R, Hadoop, Azure",-1,0,Real Estate,8.8,-1,-1,11,-1,-1
Computer Vision Engineer,65363,3,1,China,1,South Africa,0,"Hadoop, Tableau, GCP, Java",-1,5,Telecommunications,6.6,-1,-1,-1,-1,-1
Robotics Engineer,54587,1,1,India,1,India,0,"Python, TensorFlow, Docker, Mathematics, Java",-1,18,Automotive,6.4,-1,-1,8,-1,-1
